source,model,B,K,theta_a,theta_b,true_delta,m1_pt,m3_pt,m3_lo,m3_hi,m4_pt,m4_lo,m4_hi,m5_pt,m5_lo,m5_hi,m6_pt,m6_lo,m6_hi,m7_pt,m7_lo,m7_hi,system_b,m3_cov_a,m4_cov_a,m5_cov_a,m6_cov_a,m7_cov_a,m1_dir_wrong
Original RS,Qwen2.5-3B,6500000,?,0.24754268508338595,0.2621902478017586,-0.014647562718372642,0.25259792166266987,0.25259792166266987,0.22851997469563057,0.27667586862970917,0.2476038338658147,0.21376479399498502,0.28144287373664434,0.26006389776357824,0.2541265624077644,0.2660012331193921,0.24550742980742882,0.22545966949511334,0.265677890749989,0.24550742980742882,0.2245163254069962,0.26635868769941,0.2621902478017586,True,True,False,True,True,False
Original RS,Qwen2.5-7B,500000,?,0.21331930410687627,0.32454036770583533,-0.11122106359895906,0.2973621103117506,0.2973621103117506,0.27203206222295895,0.3226921584005422,0.3035143769968051,0.26746798721342463,0.3395607667801856,0.323482428115016,0.315207486402125,0.331757369827907,0.21277084978426516,0.1963918438900816,0.23037196227172999,0.21277084978426516,0.1951556053586208,0.2293999418524643,0.32454036770583533,False,False,False,True,True,False
Original RS,Qwen2.5-7B,1500000,?,0.3109939406126378,0.32454036770583533,-0.013546427093197533,0.33093525179856115,0.33093525179856115,0.3048597300900938,0.3570107735070285,0.3274760383386581,0.29068350365764395,0.3642685730196723,0.3292332268370607,0.32076854343662786,0.3376979102374935,0.3116394834130004,0.2887208374264658,0.33643578192913337,0.3116394834130004,0.28817301881119367,0.3344875621503993,0.32454036770583533,True,True,False,True,True,True
Original RS,Qwen2.5-7B,3000000,?,0.31285063660730394,0.32454036770583533,-0.011689731098531386,0.3213429256594724,0.3213429256594724,0.2954645520536151,0.34722129926532974,0.3226837060702875,0.28603148119235566,0.35933593094821936,0.3169329073482428,0.3108262719299925,0.3230395427664931,0.3132988428344705,0.2899082635513802,0.33816978976399764,0.3132988428344705,0.28826833509010535,0.33604680446873775,0.32454036770583533,True,True,True,True,True,False
Original RS,Qwen2.5-7B,6500000,?,0.31859748875628163,0.32454036770583533,-0.005942878949553698,0.3213429256594724,0.3213429256594724,0.2954645520536151,0.34722129926532974,0.2971246006389776,0.26129643776609335,0.33295276351186187,0.3110223642172524,0.30605108494799926,0.3159936434865055,0.3202272004301488,0.2966824782436028,0.3455896161090139,0.3202272004301488,0.2955909891208387,0.3420549530108495,0.32454036770583533,True,True,False,True,True,False
Original RS,Qwen3-8B,500000,?,0.29368143697857857,0.3285371661186218,-0.03485572914004326,0.37090328335762024,0.37090328335762024,0.34413524998478784,0.39767131673045264,0.3594249188899994,0.3218361565938903,0.39701368118610847,0.35079365968704224,0.31803084019335,0.3835564791807345,0.29160672426223755,0.27113791939843807,0.31207552912603703,0.29054102599620824,0.26904347750086355,0.3120385744915529,0.33146964609622953,False,False,False,True,True,True
Original RS,Qwen3-8B,1500000,?,0.34598828430712225,0.3285371661186218,0.017451118188500425,0.37250199913978577,0.37250199913978577,0.3457104468124843,0.3992935514670872,0.3658146858215332,0.32808288043201445,0.40354649121105196,0.3539682626724243,0.3176734500511846,0.39026307529366405,0.3456434905529022,0.32385705116972796,0.3674299299360765,0.35240604877471926,0.32929610627569,0.3755159912737485,0.32923322618007667,True,True,True,True,True,False
Original RS,Qwen3-8B,3000000,?,0.3449035942745209,0.3285371661186218,0.01636642815589906,0.37250199913978577,0.37250199913978577,0.3457104468124843,0.3992935514670872,0.35782748460769653,0.3202756118810173,0.3953793573343758,0.3523809611797333,0.3177930184350026,0.3869689039244639,0.3441247045993805,0.32275917869753523,0.36549023050122575,0.3473481625318527,0.32516125826958925,0.36953506679411613,0.3274760365486145,False,True,True,True,True,False
Original RS,Qwen3-8B,6500000,?,0.35340546193242073,0.3285371661186218,0.024868295813798902,0.37250199913978577,0.37250199913978577,0.3457104468124843,0.3992935514670872,0.3482428193092346,0.31092185133382994,0.3855637872846393,0.3460317552089691,0.3111650977021695,0.38089841271576874,0.35323742032051086,0.33109166990812805,0.3753831707328937,0.35649795234203346,0.3333444701182256,0.37965143456584133,0.3289137333631516,True,True,True,True,True,False
Original RS,GLM-4-9B,500000,?,0.18865632259468523,0.23181454836131096,-0.04315822576662573,0.2246203037569944,0.2246203037569944,0.20149384513535223,0.24774676237863658,0.20926517571884984,0.17737330633223852,0.24115704510546115,0.22396166134185305,0.21807406717542632,0.22984925550827978,0.18674883591578487,0.17008473356493917,0.20444878604448755,0.18674883591578487,0.16855786247436005,0.2039639997579084,0.23181454836131096,False,True,False,True,True,False
Original RS,GLM-4-9B,1500000,?,0.22060423213941377,0.23181454836131096,-0.011210316221897193,0.22621902478017586,0.22621902478017586,0.20303435026884445,0.24940369929150727,0.20926517571884984,0.17737330633223852,0.24115704510546115,0.22699680511182105,0.2180151728563782,0.2359784373672639,0.2182648163699441,0.1979907961326983,0.23825544702782087,0.2182648163699441,0.1979012332269419,0.23803001234547047,0.23181454836131096,True,True,True,True,True,False
Original RS,GLM-4-9B,3000000,?,0.2177911580029093,0.23181454836131096,-0.014023390358401666,0.21103117505995203,0.21103117505995203,0.1884196087765407,0.23364274134336335,0.2268370607028754,0.19400421070859453,0.2596699106971563,0.22987220447284348,0.22429851386351257,0.2354458950821744,0.21574490993937667,0.19617574668739346,0.2363616132612721,0.21574490993937667,0.19520206977119417,0.23492444771782842,0.23181454836131096,True,True,False,True,True,False
Original RS,GLM-4-9B,6500000,?,0.22666809097553897,0.23181454836131096,-0.005146457385771991,0.23501199040767387,0.23501199040767387,0.21151567621650444,0.2585083045988433,0.21405750798722045,0.1819004225105729,0.246214593463868,0.23242811501597446,0.2261935905441837,0.23866263948776523,0.22526281118173835,0.2050177570780425,0.24680972942185483,0.22526281118173835,0.20454645446929542,0.2458690102183603,0.23181454836131096,True,True,True,True,True,True
Original RS,InternLM2.5-7B,500000,?,0.2011228196684094,0.2446043165467626,-0.043481496878353204,0.24380495603517185,0.24380495603517185,0.22001105808029256,0.2675988539900511,0.24600638977635783,0.21224089723497652,0.27977188231773914,0.2523961661341853,0.2450935043361682,0.25969882793220245,0.2017830965591551,0.18532963993888207,0.21834297847844722,0.2017830965591551,0.18509178214134753,0.21754039693319852,0.2446043165467626,False,False,False,True,True,False
Original RS,InternLM2.5-7B,1500000,?,0.24359052744166168,0.2446043165467626,-0.0010137891051009151,0.23980815347721823,0.23980815347721823,0.2161478128518077,0.26346849410262874,0.24440894568690097,0.2107176265702292,0.27810026480357275,0.2559105431309904,0.2502262647393983,0.26159482152258245,0.24535017430103806,0.22586615223462636,0.2656048188580043,0.24535017430103806,0.22596202054818643,0.2645253395770352,0.2446043165467626,True,True,False,True,True,False
Original RS,InternLM2.5-7B,3000000,?,0.2438327814040934,0.2446043165467626,-0.0007715351426691996,0.2557953637090328,0.2557953637090328,0.23161738802532317,0.2799733393927424,0.24440894568690097,0.2107176265702292,0.27810026480357275,0.25463258785942494,0.24847798127652423,0.2607871944423256,0.24551975586103034,0.22583345235414992,0.2654114621651927,0.24551975586103034,0.22592441742166605,0.2654688153048909,0.2446043165467626,True,True,False,True,True,True
Original RS,InternLM2.5-7B,6500000,?,0.23948356118002284,0.2446043165467626,-0.005120755366739754,0.24380495603517185,0.24380495603517185,0.22001105808029256,0.2675988539900511,0.24440894568690097,0.2107176265702292,0.27810026480357275,0.260702875399361,0.25489913049021395,0.266506620308508,0.24259521892734287,0.223533971073966,0.2611402802902811,0.24259521892734287,0.22328900688916103,0.2609987129637057,0.2446043165467626,True,True,False,True,True,False
Original RS,Llama-3.1-8B,500000,?,0.14506226913250123,0.24380495603517185,-0.09874268690267063,0.20303756994404476,0.20303756994404476,0.1807463136973714,0.22532882619071812,0.18849840255591055,0.1578354063500491,0.21916139876177199,0.1979233226837061,0.19221065927987324,0.20363598608753897,0.14356095614289982,0.13137352075392253,0.1551854118176991,0.14356095614289982,0.13048043598199904,0.15487811509428284,0.24380495603517185,False,False,False,True,True,False
Original RS,Llama-3.1-8B,1500000,?,0.2109991886988849,0.24380495603517185,-0.032805767336286956,0.1838529176658673,0.1838529176658673,0.16238712670056873,0.20531870863116589,0.23322683706070288,0.20007262003196155,0.26638105408944424,0.2271565495207668,0.22245380608602988,0.23185929295550373,0.21314744794782886,0.19538233560952972,0.23085167857737993,0.21314744794782886,0.19588931139530616,0.23059816807227648,0.24380495603517185,False,True,False,True,True,False
Original RS,Llama-3.1-8B,3000000,?,0.21156614761863354,0.24380495603517185,-0.03223880841653831,0.1926458832933653,0.1926458832933653,0.17079146179035848,0.2145003047963721,0.21405750798722045,0.1819004225105729,0.246214593463868,0.21661341853035143,0.20871487849800424,0.22451195856269862,0.2145594515653734,0.19633084091373662,0.2328927010189447,0.2145594515653734,0.19614288894661952,0.2328526801359515,0.24380495603517185,True,True,True,True,True,False
Original RS,Llama-3.1-8B,6500000,?,0.2125601432869615,0.24380495603517185,-0.031244812748210365,0.2214228617106315,0.2214228617106315,0.19841430008078623,0.24443142334047677,0.21884984025559107,0.1864340627633897,0.25126561774779244,0.21964856230031948,0.2109013797164185,0.22839574488422046,0.21441717443425387,0.19596188348761567,0.23247826795446494,0.21441717443425387,0.19638635291132323,0.23269866574230766,0.24380495603517185,True,True,True,True,True,False
Original RS,Phi-3.5,500000,?,0.17497322731669265,0.19184652278177458,-0.016873295465081928,0.20783373301358912,0.20783373301358912,0.1853486959363718,0.23031877009080645,0.23322683706070288,0.20007262003196155,0.26638105408944424,0.23498402555910544,0.22706998663027056,0.24289806448794032,0.17440649070150557,0.15792000902914344,0.190432266222608,0.17440649070150557,0.15766176904875182,0.19087658178792968,0.19184652278177458,False,False,False,True,True,True
Original RS,Phi-3.5,1500000,?,0.19778726109529585,0.19184652278177458,0.0059407383135212655,0.2038369304556355,0.2038369304556355,0.18151304084822295,0.22616082006304805,0.22523961661341854,0.19248879834992136,0.2579904348769157,0.22172523961661345,0.2071279726490838,0.23632250658414308,0.19861262663343907,0.1812166589746846,0.21602011549767344,0.19861262663343907,0.18098000385054427,0.21606593996268078,0.19184652278177458,True,True,False,True,True,False
Original RS,Phi-3.5,3000000,?,0.1960325681691344,0.19184652278177458,0.00418604538735981,0.23741007194244604,0.23741007194244604,0.21383122741571056,0.26098891646918154,0.22044728434504793,0.18794669893593882,0.252947869754157,0.23849840255591054,0.23197496317486432,0.24502184193695675,0.1962856256012247,0.17931672773209872,0.21317570549983156,0.1962856256012247,0.17867066172242532,0.21242784814975893,0.19184652278177458,False,True,False,True,True,False
Original RS,Phi-3.5,6500000,?,0.1998960859927766,0.19184652278177458,0.008049563211002031,0.23581135091926458,0.23581135091926458,0.21228741103189758,0.2593352908066316,0.22044728434504793,0.18794669893593882,0.252947869754157,0.23546325878594251,0.22890758988793034,0.2420189276839547,0.20065463606014675,0.1822784441207159,0.21900866138649208,0.20065463606014675,0.18190862917418987,0.21926037073430635,0.19184652278177458,False,True,False,True,True,False
Original RS,Mistral-v0.1,500000,?,0.12997947559948883,0.15267785771382894,-0.02269838211434011,0.13828936850519585,0.13828936850519585,0.11915991607341932,0.15741882093697238,0.12939297124600638,0.10307923664818616,0.1557067058438266,0.134185303514377,0.12701813886299398,0.14135246816576,0.12901555223839425,0.11355838275241527,0.14422675236412702,0.12901555223839425,0.11419675624109422,0.14415264398828984,0.15267785771382894,True,True,True,True,True,False
Original RS,Mistral-v0.1,1500000,?,0.13566647062623483,0.15267785771382894,-0.017011387087594115,0.1334932054356515,0.1334932054356515,0.11464617276061924,0.15234023811068373,0.12939297124600638,0.10307923664818616,0.1557067058438266,0.13738019169329072,0.1297236556706551,0.14503672771592632,0.13523429070580567,0.11949981046057111,0.1513713875705252,0.13523429070580567,0.1195266122622356,0.15046606060767462,0.15267785771382894,True,True,True,True,True,False
Original RS,Mistral-v0.1,3000000,?,0.136541385755802,0.15267785771382894,-0.01613647195802695,0.13269384492406075,0.13269384492406075,0.11389466000193904,0.15149302984618246,0.15814696485623003,0.12954047083888715,0.18675345887357292,0.15383386581469646,0.14466214789942583,0.1630055837299671,0.1360746683878648,0.1205967377301084,0.15159145509033062,0.1360746683878648,0.12042864772681233,0.1512322040014421,0.15267785771382894,True,True,False,True,True,False
Original RS,Mistral-v0.1,6500000,?,0.14589469882554618,0.15267785771382894,-0.006783158888282764,0.13189448441247004,0.13189448441247004,0.11314337398012085,0.1506455948448192,0.15495207667731628,0.1265823316482448,0.18332182170638775,0.15686900958466454,0.14867083537785453,0.16506718379147456,0.14640414788947112,0.12951618590731798,0.16308198524992398,0.14640414788947112,0.13019332379068854,0.1625265114272763,0.15267785771382894,True,True,False,True,True,False
Original RS,Mistral-v0.3,500000,?,0.12388948950455429,0.1630695443645084,-0.039180054859954114,0.1398880895283773,0.1398880895283773,0.12066623585633861,0.15910994320041602,0.15814696485623003,0.12954047083888715,0.18675345887357292,0.1507987220447284,0.14522943021329787,0.15636801387615895,0.1248374137753712,0.11143837038530814,0.13864698893127153,0.1248374137753712,0.11076370713172996,0.13905173431574355,0.1630695443645084,True,False,False,True,True,False
Original RS,Mistral-v0.3,1500000,?,0.15365460309470172,0.1630695443645084,-0.009414941269806687,0.16546762589928057,0.16546762589928057,0.14487529402513577,0.18605995777342538,0.18849840255591055,0.1578354063500491,0.21916139876177199,0.19105431309904156,0.1835373273963787,0.1985712988017044,0.1547851198237968,0.13881877431569675,0.17081616501701558,0.1547851198237968,0.13828166098741998,0.17059166709760282,0.1630695443645084,True,False,False,True,True,True
Original RS,Mistral-v0.3,3000000,?,0.15528289519618182,0.1630695443645084,-0.0077866491683265815,0.16546762589928057,0.16546762589928057,0.14487529402513577,0.18605995777342538,0.16932907348242812,0.13992575595345666,0.19873239101139958,0.1634185303514377,0.15384926881969985,0.17298779188317553,0.15647940244169284,0.14029899272767019,0.17247274865391465,0.15647940244169284,0.13959817828502574,0.17296511354013572,0.1630695443645084,True,True,True,True,True,True
Original RS,Mistral-v0.3,6500000,?,0.15293048167978107,0.1630695443645084,-0.010139062684727335,0.16227018385291767,0.16227018385291767,0.14183875370989033,0.182701613995945,0.17092651757188498,0.1414132498633151,0.20043978528045486,0.16070287539936104,0.15182277718534667,0.1695829736133754,0.15342794150031597,0.13768955930510232,0.16956048321538583,0.15342794150031597,0.1372101357184482,0.1693725390754624,0.1630695443645084,True,True,True,True,True,False
